Company,Organization,Date,Headline,Article,Relevance
IBM,International Business Machines Corporation,19-10-2016,BRIEF-Walmart  IBM and Tsinghua University to bring safer food across China ,* Walmart  IBM and Tsinghua University explore the use of blockchain to help bring safer food to dinner tables across China  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,21-10-2016,BRIEF-IBM: SBI Securities is testing potential of blockchain technology for a new type of bond trading system. ,* IBM - SBI Securities intends to make blockchain technology for securities operations commercially available in future.  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,25-10-2016,BRIEF-IBM authorizes $3 bln stock repurchase ,* IBM board approves quarterly cash dividend; authorizes $3 billion for stock repurchase,topStory
IBM,International Business Machines Corporation,26-10-2016,BRIEF-Teva Pharmaceuticals and IBM expand global partnership ,* Teva Pharmaceuticals and IBM expand global partnership to enable drug development and chronic disease management with Watson  Source text for Eikon:  Further company coverage:    (Bangalore.newsroom@thomsonreuters.com),topStory
IBM,International Business Machines Corporation,26-10-2016,BRIEF-Teva  IBM to enable drug development and chronic disease management with Watson ,* Teva Pharmaceuticals and IBM expand global partnership to enable drug development and chronic disease management with Watson,normal
IBM,International Business Machines Corporation,26-10-2016,GM's OnStar  IBM's Watson combine to market brands to drivers ,SAN FRANCISCO General Motors Co  and International Business Machines Corp  on Tuesday said they would combine IBM's artificial intelligence software Watson with the carmaker's OnStar system in order to market services to drivers in their vehicles.,normal
IBM,International Business Machines Corporation,26-10-2016,UPDATE 1-GM's OnStar  IBM's Watson combine to market brands to drivers ,SAN FRANCISCO  Oct 25 General Motors Co  and International Business Machines Corp on Tuesday said they would combine IBM's artificial intelligence software Watson with the carmaker's OnStar system in order to market services to drivers in their vehicles.,normal
IBM,International Business Machines Corporation,01-11-2016,BRIEF-Celgene and IBM Watson Health collaborate to transform patient safety monitoring ,* Celgene and IBM Watson Health forge collaboration designed to transform patient safety monitoring,topStory
IBM,International Business Machines Corporation,15-11-2016,BRIEF-IBM closes acquisition of Sanovi Technologies ,* IBM closes acquisition of Sanovi Technologies  Source text for Eikon:  Further company coverage:,normal
IBM,International Business Machines Corporation,23-11-2016,BRIEF-Former TCS chairman Kohli refutes Mistry's comment on sale of co to IBM ,"* C Kohli  former CEO  deputy chairman says Mistry's comments regarding sale of TCS to IBM at some ""unspecified point in time"" are not correct",topStory
IBM,International Business Machines Corporation,12-01-2017,BRIEF-Sacem & IBM join forces to deliver new global online music copyright management platform ,* IBM - Co  Sacem announced 10-year strategic alliance to develop urights  a copyright platform on IBM cloud  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,17-01-2017,BRIEF-IBM and Bell transform enterprise mobility in Canada ,* IBM -  Bell Canada will combine its mobility services with IBM's suite of apps,topStory
IBM,International Business Machines Corporation,18-01-2017,BRIEF-U.S. Army enlists IBM for $62 million cloud deal ,* IBM says that U.S. Army has signed a five-year  multi-million dollar contract with IBM,topStory
IBM,International Business Machines Corporation,20-01-2017,Fitch: IBM's Ratings Unaffected by Finance Business Reorganization ,(The following statement was released by the rating agency) CHICAGO  January 20 (Fitch) The ratings for International Business Machines  Corporation (IBM)  including its 'A+/F1' Long- and Short-Term Issuer Default  Ratings (IDRs)  are unaffected by the company's reorganization of its financing  business  according to Fitch Ratings. Fitch believes IBM's core industrial and  financing businesses remain co-dependent and that the financing business enables  higher marginal sales than would third-par,topStory
IBM,International Business Machines Corporation,23-01-2017,Austrian software firm raises $165 million to take on HPE and IBM in testing ,FRANKFURT A little-known Austrian software company is looking to snatch business from established players HP Enterprise (HPE) and IBM in the market for software testing tools  after raising $165 million from a U.S. private equity firm.,topStory
IBM,International Business Machines Corporation,23-01-2017,Austrian software firm raises $165 mln to take on HPE and IBM in testing ,FRANKFURT  Jan 23 A little-known Austrian software company is looking to snatch business from established players HP Enterprise (HPE) and IBM in the market for software testing tools  after raising $165 million from a U.S. private equity firm.,normal
IBM,International Business Machines Corporation,23-01-2017,BRIEF-IBM Security plans to acquire Agile 3 solutions to help the C-Suite manage data risk ,* IBM security plans to acquire Agile 3 solutions to help the C-Suite manage data risk,normal
IBM,International Business Machines Corporation,25-01-2017,BRIEF-Lundbeck and IBM Watson Health to collaborate ,* Lundbeck and IBM Watson Health form collaboration on technology for developing innovative medicine,topStory
IBM,International Business Machines Corporation,26-01-2017,BRIEF-IBM expands choices for powerai developers with Tensorflow ,* IBM expands choices for powerai developers with Tensorflow  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,02-02-2017,BRIEF-IBM  United Airlines collaborate on enterprise iOS apps ,* IBM and United Airlines collaborate on enterprise ios apps to transform travel experience  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,03-02-2017,BRIEF-IBM closes acquisition of Agile 3 Solutions ,* IBM closes acquisition of Agile 3 Solutions  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,07-02-2017,Dubai government  companies team up with IBM on blockchain project ,DUBAI Dubai  one of the world’s largest trading hubs  has linked up with IBM to launch a scheme using blockchain computing technology to process transactions and keep track of goods being shipped  IBM said on Tuesday.,topStory
IBM,International Business Machines Corporation,07-02-2017,Dubai government  companies team up with IBM on blockchain project ,DUBAI  Feb 7 Dubai  one of the world's largest trading hubs  has linked up with IBM to launch a scheme using blockchain computing technology to process transactions and keep track of goods being shipped  IBM said on Tuesday.,normal
IBM,International Business Machines Corporation,07-02-2017,BRIEF-Dilip Buildcon ties up with IBM for digital transformation ,* Says ties up with IBM for digital transformation - SAP (HANA)  cloud services and operational excellence  Source text: http://bit.ly/2kHsuAZ Further company coverage:,normal
IBM,International Business Machines Corporation,13-02-2017,BRIEF--Entra signs new lease contract with IBM in Sundtkvartalet in Oslo ,* IBM has signed a new lease contract for 7 260 sqm in Sundtkvartalet in Oslo.,topStory
IBM,International Business Machines Corporation,16-02-2017,BRIEF-Avnet  IBM Advance IoT Solutions with joint development lab ,* Avnet Inc - Avnet and IBM Advance IoT Solutions with joint development lab  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,03-03-2017,BRIEF-IBM and Goldcorp Team to bring Watson to the Mines ,* IBM - Co working with Goldcorp Inc to bring IBM Watson Technology to Canadian Mining Industry  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,06-03-2017,BRIEF-IBM and Salesforce announce global strategic partnership ,* IBM - partnership will bring new insights from Watson directly into the Salesforce intelligent customer success platform  Source text for Eikon:  Further company coverage:,topStory
IBM,International Business Machines Corporation,06-03-2017,BRIEF-IBM building first universal quantum computers for business  science ,* IBM building first universal quantum computers for business and science,normal
IBM,International Business Machines Corporation,13-03-2017,Lloyds looks to move 1 900 staff to IBM to cut costs: union ,LONDON Lloyds Banking Group  plans to move about 1 900 staff to IBM  in a restructuring plan aimed at reducing costs but which could see the bank's security weakened  according to a trade union.,normal
IBM,International Business Machines Corporation,16-03-2017,IBM to integrate MedyMatch technology to help spot brain bleeding ,TEL AVIV Israel's MedyMatch Technology said on Thursday IBM Watson Health would integrate MedyMatch's technology into its offerings to imaging experts in hospitals to help doctors identify intracranial bleeding from head trauma and stroke.,topStory
IBM,International Business Machines Corporation,16-03-2017,IBM to integrate MedyMatch technology to help spot brain bleeding ,TEL AVIV  March 16 Israel's MedyMatch Technology said on Thursday IBM Watson Health would integrate MedyMatch's technology into its offerings to imaging experts in hospitals to help doctors identify intracranial bleeding from head trauma and stroke.,normal
IBM,International Business Machines Corporation,19-03-2017,IBM and Wanda form China cloud computing partnership ,SHANGHAI IBM and a unit of China's Dalian Wanda Group  a property and entertainment conglomerate  agreed on Sunday to team up to provide cloud services to Chinese companies  the U.S. technology provider said.,topStory
IBM,International Business Machines Corporation,19-03-2017,IBM and Wanda form China cloud computing partnership ,SHANGHAI  March 19 IBM and a unit of China's Dalian Wanda Group  a property and entertainment conglomerate  agreed on Sunday to team up to provide cloud services to Chinese companies  the U.S. technology provider said.,normal
IBM,International Business Machines Corporation,20-03-2017,BRIEF-IBM  SecureKey to deliver blockchain-based digital identity network for consumers ,* IBM and Securekey Technologies to deliver blockchain-based digital identity network for consumers,normal
IBM,International Business Machines Corporation,11-04-2017,BRIEF-IBM and Hejia launch blockchain-based supply chain financial services platform ,* IBM and Hejia launch blockchain-based supply chain financial services platform for pharmaceutical procurement Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,19-04-2017,BRIEF-Telstra  IBM Aspera team up to enable media file transfer capability  global media file collaboration ,* Telstra and IBM Aspera team up to enable media file transfer capability and global media file collaboration Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,19-04-2017,IBM's cloud provides little silver lining ,NEW YORK (Reuters Breakingviews) - IBM's cloud provides little silver lining. Big Blue fell short of investor expectations and reported its 20th consecutive quarter of falling revenue. Boss Ginni Rometty keeps talking up artificial intelligence and remote servers and services. Competition  however  may prove too formidable.,normal
IBM,International Business Machines Corporation,25-04-2017,BRIEF-IBM says declares quarterly cash dividend of $1.50per share  7 pct increase ,* Ibm board approves increase in quarterly cash dividend for the 22nd consecutive year,topStory
IBM,International Business Machines Corporation,26-04-2017,BRIEF-IBM opens four new U.S. cloud data centers ,* Announced opening of four new IBM cloud data centers in the U.S.; two new facilities in Dallas and two new facilities in Washington  D.C. Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,05-05-2017,Warren Buffett says he sold a third of stake in IBM: CNBC ,Warren Buffett said he has sold about one-third of Berkshire Hathaway Inc's  big stake in IBM Corp   CNBC reported on Thursday  reducing a bet by the famed investor that surprised many and which so far has yet to prove successful. | Video ,topStory
IBM,International Business Machines Corporation,05-05-2017,US STOCKS SNAPSHOT-S&P  Nasdaq open higher  IBM weighs down Dow ,May 5 The S&P 500 and the Nasdaq Composite opened higher on Friday after a report showed U.S. job growth accelerated sharply last month  but a drop in IBM kept the Dow in negative territory.,normal
IBM,International Business Machines Corporation,05-05-2017,UPDATE 2-Warren Buffett says he sold a third of stake in IBM -CNBC ,May 4 Warren Buffett said he has sold about one-third of Berkshire Hathaway Inc's big stake in IBM Corp  CNBC reported on Thursday  reducing a bet by the famed investor that surprised many and which so far has yet to prove successful.,normal
IBM,International Business Machines Corporation,05-05-2017,CORRECTED-Warren Buffett says he sold a third of stake in IBM - CNBC ,May 4 Berkshire Hathaway's Warren Buffett has sold about a third of his stake in IBM Corp during the first and second quarter of 2017  CNBC reported.,normal
IBM,International Business Machines Corporation,05-05-2017,BRIEF-Warren Buffett says he sold a third of his IBM stake in Q1  Q2 2017- CNBC ,* Warren Buffett says he sold off about a third of his IBM stake in the 1st and 2nd quarters of 2017- CNBC,normal
IBM,International Business Machines Corporation,10-05-2017,BRIEF-KBR and IBM partner for digital solutions for hydrocarbons industry ,* Says co  IBM to collaborate on development of digital products and services for oil and gas and petrochemical customers Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,15-05-2017,BRIEF-Berkshire Hathaway cuts share stake in IBM by 20.5 pct ,* Cuts share stake in IBM by 20.5 percent to 64.6 million shares,topStory
IBM,International Business Machines Corporation,16-05-2017,BRIEF-Bombardier signs agreement with IBM to accelerate IT business transformation ,* Bombardier signs agreement with IBM to accelerate IT business transformation,topStory
IBM,International Business Machines Corporation,18-05-2017,BRIEF-IBM Mobilefirst for ios apps to be launched on singapore airlines flights ,* Ibm mobilefirst for ios apps to be launched on singapore airlines flights Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,19-05-2017,Ex-IBM employee from China pleads guilty to code theft charges ,NEW YORK A former software engineer for IBM in China pleaded guilty on Friday to stealing proprietary source code from the company  federal prosecutors announced on Friday.,topStory
IBM,International Business Machines Corporation,19-05-2017,Ex-IBM employee from China pleads guilty to code theft charges ,NEW YORK  May 19 A former software engineer for IBM in China pleaded guilty on Friday to stealing proprietary source code from the company  federal prosecutors announced on Friday.,normal
IBM,International Business Machines Corporation,20-05-2017,Ex-IBM employee from China pleads guilty to code theft charges ,NEW YORK A former software engineer for IBM in China pleaded guilty on Friday to stealing proprietary source code from the company  federal prosecutors announced on Friday.,topStory
IBM,International Business Machines Corporation,21-05-2017,BRIEF-Linius Technologies says co & IBM collaborate to promote and sell Linius video virtualization engine ,* Linius technologies ltd - linius & ibm collaborate to promote & sell the linius video virtualization engine Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,23-05-2017,BRIEF-Hitachi to collaborate with IBM - nikkei ,* Hitachi to supply IBM-made mainframe computers  with Hitachi's operating systems starting fiscal 2018 - Nikkei Source :(http://s.nikkei.com/2qTQOjC) Further company coverage:,topStory
IBM,International Business Machines Corporation,31-05-2017,BRIEF-IBM reports new experimental laboratory for nanotechnology research in Brazil​ ,* IBM - ‍announced new experimental laboratory for nanotechnology research in Brazil; it is part of a $4 million investment within IBM research-Brazil lab​ Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,31-05-2017,BRIEF-IBM says Cisco and Co security working together to address growing global threat of cybercrime​ ,* IBM says ‍Ccisco and IBM security are working together to address growing global threat of cybercrime​,normal
IBM,International Business Machines Corporation,31-05-2017,BRIEF-IBM acquires TIMETOACT GROUP's XCC to launch IBM Connections Engagement Center ,* IBM acquires TIMETOACT GROUP's XCC to launch IBM Connections Engagement Center-- a single destination for internal communications  collaboration and employee engagement,normal
IBM,International Business Machines Corporation,01-06-2017,BRIEF-IBM and SAP collaborate to build new infrastructure for Helse Vest in Norway ,* IBM and SAP collaborate to build new infrastructure for Helse Vest in Norway,topStory
IBM,International Business Machines Corporation,07-06-2017,BRIEF-Facebook is planning to move Whatsapp off IBM's public cloud - CNBC ,* Facebook is planning to move whatsapp off IBM's public cloud  CNBC citing source,topStory
IBM,International Business Machines Corporation,07-06-2017,BRIEF-IBM reaffirms previously disclosed 2017 expectations for EPS and free cash flow ,* IBM - reaffirms co's previously disclosed 2017 expectations for earnings per share and free cash flow - sec filing,normal
IBM,International Business Machines Corporation,21-06-2017,BRIEF-IBM and Zain launch cloud disaster recovery service in Kuwait ,* IBM and Zain launch cloud disaster recovery service in Kuwait Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,26-06-2017,Banks' blockchain consortium picks IBM for trade finance platform ,PARIS Tech giant IBM is building a blockchain-based platform for seven big European banks  including HSBC and Deutsche Bank  that is aimed at simplifying trade finance transactions for small- and medium-sized companies.,topStory
IBM,International Business Machines Corporation,26-06-2017,Banks' blockchain consortium picks IBM for trade finance platform ,PARIS  June 27 Tech giant IBM is building a blockchain-based platform for seven big European banks  including HSBC and Deutsche Bank  that is aimed at simplifying trade finance transactions for small- and medium-sized companies.,normal
IBM,International Business Machines Corporation,13-07-2017,BRIEF-IBM and Automation Anywhere team up to help businesses streamline operations​ ,* IBM - ‍cos plan to integrate Automation Anywhere's Robotic Process Automation (RPA) platform with IBM's portfolio of digital process automation software​ Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,19-07-2017,US STOCKS SNAPSHOT-S&P  Nasdaq at records as Vertex rallies; IBM slips ,NEW YORK  July 19 The Nasdaq Composite and the S&P 500 hit record highs on Wednesday  powered by technology stocks and a more than 20 percent jump in Vertex Pharmaceuticals  while gains on the Dow were capped by a sharp drop in IBM shares.,topStory
IBM,International Business Machines Corporation,19-07-2017,IBM misses revenue estimates  weighed down by legacy businesses ,IBM Corp  on Tuesday reported a lower-than-expected quarterly revenue  as growth in its higher-margin businesses that include cloud and artificial intelligence services failed to make up for declines across legacy business segments.,normal
IBM,International Business Machines Corporation,19-07-2017,CORRECTED-UPDATE 2-IBM misses revenue estimates  weighed down by legacy businesses ,July 18 IBM Corp on Tuesday reported a lower-than-expected quarterly revenue  as growth in its higher-margin businesses that include cloud and artificial intelligence services failed to make up for declines across legacy business segments.,normal
IBM,International Business Machines Corporation,25-07-2017,BRIEF-IBM expects 2017 pre-tax retirement-related plan cost to be about $2.9 bln - SEC filing‍​ ,* IBM - expects 2017 pre-tax retirement-related plan cost to be about $2.9 billion  an increase of about $900 million compared to 2016 - SEC filing‍​,topStory
IBM,International Business Machines Corporation,25-07-2017,BRIEF-‍IBM Credit LLC and IBM entered into a $2.5 bln 364-day credit agreement  and a $2.5 bln three-year credit agreement on 20 July​ ,* ‍IBM Credit LLC - on 20 July  IBM and IBM Credit entered into a $2.5 billion 364-day credit agreement  and a $2.5 billion three-year credit agreement​ Source text: (http://bit.ly/2tXpVLX) Further company coverage:,normal
IBM,International Business Machines Corporation,02-08-2017,BRIEF-City Furniture selects Ingenico Group and IBM to deliver in-store experience ,* CITY FURNITURE SELECTS INGENICO GROUP AND IBM TO DELIVER ENHANCED IN-STORE EXPERIENCE,topStory
IBM,International Business Machines Corporation,14-08-2017,BRIEF-Soros Fund Management dissolves share stake in IBM ,* Soros Fund Management dissolves share stake in IBM - SEC filing,topStory
IBM,International Business Machines Corporation,22-08-2017,Nestle  Unilever  Tyson and others team with IBM on blockchain ,CHICAGO/NEW YORK  Nestle SA   Unilever Plc   Tyson Foods Inc  and other large food and retail companies have joined IBM's  project to explore how blockchain technology can help track food supply chains and improve safety  the companies said in a joint statement on Tuesday.,topStory
IBM,International Business Machines Corporation,22-08-2017,UPDATE 1-Nestle  Unilever  Tyson and others team with IBM on blockchain ,CHICAGO/NEW YORK Aug 22  Nestle SA  Unilever Plc  Tyson Foods Inc and other large food and retail companies have joined IBM's project to explore how blockchain technology can help track food supply chains and improve safety  the companies said in a joint statement on Tuesday.,normal
IBM,International Business Machines Corporation,22-08-2017,Nestle  Unilever  Tyson and others team with IBM on blockchain ,CHICAGO/NEW YORK Aug 22  Nestle SA  Unilever Plc  Tyson Foods Inc and other large food and retail companies have joined IBM's project to explore how blockchain technology can help track food supply chains and improve safety  the companies said in a joint statement on Tuesday.,normal
IBM,International Business Machines Corporation,28-08-2017,BRIEF-Finjan Holdings says co  Finjan Blue  IBM enter into patent assignment and support agreement ,* Finjan holdings- co  unit announced co  finjan blue  ibm have entered into a patent assignment and support agreement - sec filing​,topStory
IBM,International Business Machines Corporation,05-09-2017,BRIEF-Volkswagen and IBM develop digital mobility services together‍​ ,* VOLKSWAGEN AND IBM DEVELOP DIGITAL MOBILITY SERVICES TOGETHER‍​,topStory
IBM,International Business Machines Corporation,06-09-2017,BRIEF-IBM awarded $135 mln ‍U.S. Army contract ,* IBM - ‍U.S. Army's Logistics Support Activity awarded contract to continue providing cloud services  among others for one U.S. fed government's logistics systems​,topStory
IBM,International Business Machines Corporation,07-09-2017,BRIEF-IBM and MIT to Pursue Joint Research in Artificial Intelligence ,* IBM and MIT to pursue joint research in artificial intelligence  establish new MIT-IBM Watson AI lab,topStory
IBM,International Business Machines Corporation,12-09-2017,BRIEF-Vodafone and IBM join together to offer easy route to the cloud for enterprises ,* Vodafone and IBM join together to offer easy route to the cloud for enterprises Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,04-10-2017,BRIEF-IBM acquires Vivant Digital business in Australia ,* ‍CEO and founder of Vivant  Anthony Farah  will also take role of Digital Strategy & iX leader for IBM Australia and New Zealand​ Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,10-10-2017,BRIEF-Oracle names IBM as strategic HR BPO provider ,* Oracle Corp - ‍named IBM as a strategic partner to provide business process outsourcing for human resources delivered on Oracle HCM cloud platform​ Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,18-10-2017,US STOCKS SNAPSHOT-IBM catapults Dow Industrials over 23 000 ,NEW YORK  Oct 18 The Dow Jones Industrial Average closed above the 23 000 level for the first time on Wednesday  driven by a jump in IBM after the computing giant hinted at a return to revenue growth.,normal
IBM,International Business Machines Corporation,18-10-2017,US STOCKS SNAPSHOT-Dow opens above 23 000 on strong IBM results ,Oct 18 The Dow Jones Industrial Average opened above 23 000 for the first time on Wednesday following strong quarterly results from IBM.,normal
IBM,International Business Machines Corporation,30-10-2017,BRIEF-IBM elects Joseph Swedish and Frederick Waddell to Board of Directors​ ,* IBM - ‍Board of Directors today elected Joseph R. Swedish and Frederick H. Waddell to Board​,topStory
IBM,International Business Machines Corporation,31-10-2017,BRIEF-IBM board authorizes $3 bln for stock repurchase ,* IBM board approves quarterly cash dividend; authorizes $3 billion for stock repurchase,topStory
IBM,International Business Machines Corporation,31-10-2017,Ex-Unix developer can sue IBM for misappropriation: 10th Circuit ,A defunct Utah-based software company has enough evidence to take its information misappropriation case against IBM to trial  a federal appeals court held on Monday in a lawsuit that was filed nearly 15 years ago.,normal
IBM,International Business Machines Corporation,02-11-2017,BRIEF-Element AI bags former IBM chief innovation officer ,* Element AI says former IBM chief innovation officer Linda Bernardi joins Element AI as chief product and strategy officer​ Source text for Eikon: Further company coverage:,topStory
IBM,International Business Machines Corporation,02-11-2017,BRIEF-IBM ‍announced new offerings to its Watson Data Platform  including data cataloging and data refining​ ,* IBM - ‍Announced new offerings to its Watson Data Platform  including data cataloging and data refining​ Source text for Eikon: Further company coverage:,normal
